Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
729,Flygon 4,Flygon,4,Hardy,Scope Lens,Earthquake,Dragon Claw,Double-Edge,Crunch,Levitate,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/278/196/238/196/278,278,155/141/100/121/100/141,141,31
730,Venusaur 4,Venusaur,4,Docile,Lum Berry,SolarBeam,Sludge Bomb,Sunny Day,Earthquake,Overgrow,170 Atk / 170 SpA / 170 SpD,,170,,170,170,,301/242/202/278/278/196,196,155/123/103/141/141/100,100,31
731,Vaporeon 4,Vaporeon,4,Calm,Lum Berry,Surf,Ice Beam,Acid Armor,Rest,Water Absorb,170 HP / 170 SpA / 170 SpD,170,,,170,170,,443/149/156/298/294/166,166,226/76/80/151/150/85,85,31
732,Jolteon 4,Jolteon,4,Timid,King's Rock,Thunderbolt,Thunder Wave,Bite,Shadow Ball,Volt Absorb,255 SpA / 255 Speed,,,,255,,255,271/149/156/319/226/394,394,140/76/80/162/115/200,200,31
733,Flareon 4,Flareon,4,Quiet,Quick Claw,Overheat,Sunny Day,Double-Edge,Shadow Ball,Flash Fire,255 Atk / 255 SpA,,255,,255,,,271/359/156/317/256/149,149,140/182/80/161/130/76,76,31
734,Meganium 4,Meganium,4,Hardy,BrightPowder,Giga Drain,Earthquake,AncientPower,Body Slam,Overgrow,170 HP / 170 Atk / 170 SpA,170,170,,170,,,343/242/236/244/236/196,196,176/123/120/124/120/100,100,31
735,Espeon 4,Espeon,4,Modest,BrightPowder,Psychic,Bite,Attract,Calm Mind,Synchronize,255 SpA / 255 Speed,,,,255,,255,271/149/156/394/226/319,319,140/76/80/200/115/162,162,31
736,Umbreon 4,Umbreon,4,Bold,Leftovers,Confuse Ray,Toxic,Faint Attack,Double Team,Synchronize,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/149/327/156/338/166,166,191/76/166/80/171/85,85,31
737,Blastoise 4,Blastoise,4,Docile,Focus Band,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent,170 HP / 170 Atk / 170 SpA,170,170,,170,,,341/244/236/248/246/192,192,175/124/120/126/125/98,98,31
738,Feraligatr 4,Feraligatr,4,Hardy,Scope Lens,Hydro Pump,Ice Beam,Earthquake,Aerial Ace,Torrent,170 HP / 170 Atk / 170 SpA,170,170,,170,,,353/288/236/236/202/192,192,181/146/120/120/103/98,98,31
739,Aggron 4,Aggron,4,Adamant,Quick Claw,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Sturdy / Rock Head,255 HP / 255 Atk,255,255,,,,,344/350/396/140/156/136,136,177/178/200/72/80/70,70,31
740,Blaziken 4,Blaziken,4,Hardy,White Herb,Overheat,Earthquake,ThunderPunch,Rock Slide,Blaze,255 Atk / 255 SpA,,255,,255,,,301/339/176/319/176/196,196,155/172/90/162/90/100,100,31
741,Walrein 4,Walrein,4,Quiet,BrightPowder,Surf,Ice Beam,Earthquake,Sheer Cold,Thick Fat,255 Atk / 255 SpA,,255,,255,,,361/259/216/317/216/149,149,185/132/110/161/110/76,76,31
742,Sceptile 4,Sceptile,4,Modest,BrightPowder,Leaf Blade,Dragon Claw,Crunch,ThunderPunch,Overgrow,255 SpA / 255 Speed,,,,255,,255,281/185/166/339/206/339,339,145/94/85/172/105/172,172,31
743,Charizard 4,Charizard,4,Hardy,White Herb,Overheat,Earthquake,Aerial Ace,Rock Slide,Blaze,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,31
744,Typhlosion 4,Typhlosion,4,Hardy,White Herb,Overheat,ThunderPunch,Earthquake,Crush Claw,Blaze,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,31
745,Lapras 4,Lapras,4,Modest,Lum Berry,Surf,Ice Beam,Thunderbolt,Psychic,Water Absorb / Shell Armor,255 HP / 255 SpA,255,,,255,,,464/185/196/295/226/156,156,237/94/100/150/115/80,80,31
746,Crobat 4,Crobat,4,Adamant,BrightPowder,Sludge Bomb,Aerial Ace,Shadow Ball,Confuse Ray,Inner Focus,255 Atk / 255 Speed,,255,,,,255,311/306/196/158/196/359,359,160/156/100/81/100/182,182,31
747,Swampert 4,Swampert,4,Quiet,Shell Bell,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent,255 Atk / 255 SpA,,255,,255,,,341/319/216/295/216/140,140,175/162/110/150/110/72,72,31
748,Gyarados 4,Gyarados,4,Adamant,Chesto Berry,Return,Earthquake,Dragon Dance,Rest,Intimidate,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/314/236/140/278/198,198,191/160/120/72/141/101,101,31
749,Snorlax 4,Snorlax,4,Adamant,Quick Claw,Double-Edge,Shadow Ball,Brick Break,Curse,Immunity / Thick Fat,255 Atk / 255 Def,,255,255,,,,461/350/229/149/256/96,96,235/178/117/76/130/50,50,31
750,Kingdra 4,Kingdra,4,Hardy,Chesto Berry,Double-Edge,Ice Beam,Dragon Dance,Rest,Swift Swim,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/226/268/226/268/206,206,171/115/136/115/136/105,105,31
751,Blissey 4,Blissey,4,Bold,Focus Band,Ice Beam,Calm Mind,Counter,Softboiled,Natural Cure / Serene Grace,255 Def / 255 SpD,,,255,,255,,651/50/130/186/369/146,146,330/27/68/95/187/75,75,31
752,Milotic 4,Milotic,4,Modest,Leftovers,Surf,Ice Beam,Recover,Mirror Coat,Marvel Scale,170 Def / 170 SpA / 170 SpD,,,170,170,170,,331/140/236/305/328/198,198,170/72/120/155/166/101,101,31
753,Arcanine 4,Arcanine,4,Docile,White Herb,Overheat,ExtremeSpeed,Crunch,Double-Edge,Intimidate / Flash Fire,255 SpA / 255 Speed,,,,255,,255,321/256/196/299/196/289,289,165/130/100/152/100/147,147,31
754,Salamence 4,Salamence,4,Adamant,BrightPowder,Double-Edge,Earthquake,Aerial Ace,Dragon Dance,Intimidate,255 HP / 255 Atk,255,255,,,,,394/405/196/230/196/236,236,202/205/100/117/100/120,120,31
755,Metagross 4,Metagross,4,Hardy,Quick Claw,Meteor Mash,Psychic,Earthquake,Shadow Ball,Clear Body,255 Atk / 255 SpA,,255,,255,,,301/369/296/289/216/176,176,155/187/150/147/110/90,90,31
756,Slaking 4,Slaking,4,Modest,Lum Berry,Thunderbolt,Flamethrower,Ice Beam,Yawn,Truant,255 SpA / 255 SpD,,,,255,255,,441/320/236/317/229/236,236,225/162/120/161/117/120,120,31
757,Articuno 1,Articuno,1,Modest,Lum Berry,Ice Beam,Water Pulse,Icy Wind,Roar,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/236/317/286/269,269,165/94/120/161/145/137,137,31
758,Zapdos 1,Zapdos,1,Docile,Lum Berry,Thunderbolt,Drill Peck,Thunder Wave,Roar,Pressure,255 SpA / 255 Speed,,,,255,,255,321/216/206/349/216/299,299,165/110/105/177/110/152,152,31
759,Moltres 1,Moltres,1,Docile,Lum Berry,Flamethrower,Aerial Ace,Mud-Slap,Roar,Pressure,255 Atk / 255 SpA,,255,,255,,,321/299/216/349/206/216,216,165/152/110/177/105/110,110,31
760,Raikou 1,Raikou,1,Modest,Chesto Berry,Thunderbolt,Thunder Wave,Calm Mind,Rest,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,31
761,Entei 1,Entei,1,Modest,Chesto Berry,Flamethrower,Double Team,Calm Mind,Rest,Pressure,255 SpA / 255 Speed,,,,255,,255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,31
762,Suicune 1,Suicune,1,Modest,Chesto Berry,Surf,Double Team,Calm Mind,Rest,Pressure,255 SpA / 255 Speed,,,,255,,255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,31
763,Regirock 1,Regirock,1,Adamant,White Herb,Superpower,Earthquake,Rock Slide,Explosion,Clear Body,255 HP / 255 Atk,255,255,,,,,364/328/436/122/236/136,136,187/167/220/63/120/70,70,31
764,Regice 1,Regice,1,Modest,Chesto Berry,Ice Beam,Thunderbolt,Amnesia,Rest,Clear Body,255 HP / 255 SpA,255,,,255,,,364/122/236/328/436/136,136,187/63/120/167/220/70,70,31
765,Registeel 1,Registeel,1,Adamant,Chesto Berry,Metal Claw,Curse,Amnesia,Rest,Clear Body,255 HP / 255 Atk,255,255,,,,,364/273/336/167/336/136,136,187/139/170/85/170/70,70,31
766,Latias 1,Latias,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255 HP / 255 SpA,255,,,255,,,364/176/216/350/296/256,256,187/90/110/178/150/130,130,31
767,Latios 1,Latios,1,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255 HP / 255 SpA,255,,,255,,,364/194/196/394/256/256,256,187/99/100/200/130/130,130,31
768,Articuno 2,Articuno,2,Impish,Leftovers,Substitute,Toxic,Blizzard,Double Team,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,363/206/305/203/328/206,206,186/105/155/103/166/105,105,31
769,Zapdos 2,Zapdos,2,Docile,BrightPowder,Thunder,Rain Dance,Drill Peck,Double Team,Pressure,255 Atk / 255 Speed,,255,,,,255,321/279/206/286/216/299,299,165/142/105/145/110/152,152,31
770,Moltres 2,Moltres,2,Hardy,White Herb,Overheat,Aerial Ace,Double Team,Protect,Pressure,255 Atk / 255 SpA,,255,,255,,,321/299/216/349/206/216,216,165/152/110/177/105/110,110,31
771,Raikou 2,Raikou,2,Modest,BrightPowder,Thunder,Rain Dance,Double Team,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,31
772,Entei 2,Entei,2,Modest,BrightPowder,Fire Blast,Sunny Day,SolarBeam,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,31
773,Suicune 2,Suicune,2,Calm,Leftovers,Toxic,Dive,Double Team,Protect,Pressure,170 HP / 170 Def / 170 SpD,170,,170,,170,,383/167/308/216/338/206,206,196/85/156/110/172/105,105,31
774,Regirock 2,Regirock,2,Adamant,Quick Claw,Earthquake,Rock Slide,Counter,Explosion,Clear Body,255 HP / 255 Atk,255,255,,,,,364/328/436/122/236/136,136,187/167/220/63/120/70,70,31
775,Regice 2,Regice,2,Quiet,BrightPowder,Thunder,Rain Dance,Blizzard,Brick Break,Clear Body,255 HP / 255 SpA,255,,,255,,,364/136/236/328/436/122,122,187/70/120/167/220/63,63,31
776,Registeel 2,Registeel,2,Quiet,BrightPowder,Thunderbolt,Ice Punch,Earthquake,Aerial Ace,Clear Body,170 HP / 170 Atk / 170 SpA,170,170,,170,,,343/228/336/250/336/122,122,176/116/170/128/170/63,63,31
777,Latias 2,Latias,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Levitate,255 Atk / 255 SpA,,255,,255,,,301/259/216/319/296/256,256,155/132/110/162/150/130,130,31
778,Latios 2,Latios,2,Docile,Quick Claw,Psychic,Thunderbolt,Ice Beam,Earthquake,Levitate,255 Atk / 255 SpA,,255,,255,,,301/279/196/359/256/256,256,155/142/100/182/130/130,130,31
779,Articuno 3,Articuno,3,Docile,BrightPowder,Ice Beam,Facade,Aerial Ace,Protect,Pressure,255 Atk / 255 SpA,,255,,255,,,321/269/236/289/286/206,206,165/137/120/147/145/105,105,31
780,Zapdos 3,Zapdos,3,Docile,Leftovers,Thunderbolt,Drill Peck,Thunder Wave,Substitute,Pressure,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,321/258/206/328/216/278,278,165/131/105/166/110/141,141,31
781,Moltres 3,Moltres,3,Modest,Chesto Berry,Fire Blast,Sunny Day,Double Team,Rest,Pressure,255 SpA / 255 Speed,,,,255,,255,321/212/216/383/206/279,279,165/108/110/194/105/142,142,31
782,Raikou 3,Raikou,3,Modest,King's Rock,Thunderbolt,Thunder Wave,Quick Attack,Roar,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,31
783,Entei 3,Entei,3,Docile,Lum Berry,Flamethrower,Double-Edge,Swagger,Psych Up,Pressure,255 Atk / 255 Speed,,255,,,,255,371/329/206/216/186/299,299,190/167/105/110/95/152,152,31
784,Suicune 3,Suicune,3,Modest,Lum Berry,Surf,Ice Beam,Rain Dance,Roar,Pressure,255 SpA / 255 Speed,,,,255,,255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,31
785,Regirock 3,Regirock,3,Adamant,Chesto Berry,Rock Slide,Earthquake,Curse,Rest,Clear Body,255 HP / 255 SpD,255,,,,255,,364/259/436/122/299/136,136,187/132/220/63/152/70,70,31
786,Regice 3,Regice,3,Quiet,Lum Berry,Ice Beam,Thunderbolt,Thunder Wave,Explosion,Clear Body,255 HP / 255 SpA,255,,,255,,,364/136/236/328/436/122,122,187/70/120/167/220/63,63,31
787,Registeel 3,Registeel,3,Adamant,Quick Claw,AncientPower,Amnesia,Counter,Explosion,Clear Body,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/204/378/167/378/136,136,176/105/191/85/191/70,70,31
788,Latias 3,Latias,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Levitate,255 Atk / 255 SpA,,255,,255,,,301/259/216/319/296/256,256,155/132/110/162/150/130,130,31
789,Latios 3,Latios,3,Docile,Focus Band,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,Levitate,255 Atk / 255 SpA,,255,,255,,,301/279/196/359/256/256,256,155/142/100/182/130/130,130,31
790,Articuno 4,Articuno,4,Docile,Chesto Berry,Blizzard,Double-Edge,Rest,Reflect,Pressure,255 Atk / 255 SpA,,255,,255,,,321/269/236/289/286/206,206,165/137/120/147/145/105,105,31
791,Zapdos 4,Zapdos,4,Docile,Shell Bell,Thunderbolt,Drill Peck,Thunder Wave,Light Screen,Pressure,255 Atk / 255 SpA,,255,,255,,,321/279/206/349/216/236,236,165/142/105/177/110/120,120,31
792,Moltres 4,Moltres,4,Quiet,White Herb,Overheat,Double-Edge,Steel Wing,Safeguard,Pressure,255 Atk / 255 SpA,,255,,255,,,321/299/216/383/206/194,194,165/152/110/194/105/99,99,31
793,Raikou 4,Raikou,4,Modest,Lum Berry,Thunderbolt,Bite,Thunder Wave,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,31
794,Entei 4,Entei,4,Modest,King's Rock,Flamethrower,Bite,Double Team,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,31
795,Suicune 4,Suicune,4,Modest,BrightPowder,Surf,Ice Beam,Bite,Reflect,Pressure,255 SpA / 255 Speed,,,,255,,255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,31
796,Regirock 4,Regirock,4,Careful,Leftovers,Rock Slide,Brick Break,Double Team,Thunder Wave,Clear Body,170 HP / 170 Atk / 170 SpD,170,170,,,170,,343/278/436/122/305/136,136,176/141/220/63/155/70,70,31
797,Regice 4,Regice,4,Bold,Leftovers,Ice Beam,Hail,Double Team,Thunder Wave,Clear Body,255 HP / 255 Def,255,,255,,,,364/122/328/236/436/136,136,187/63/167/120/220/70,70,31
798,Registeel 4,Registeel,4,Impish,Leftovers,AncientPower,Earthquake,Double Team,Thunder Wave,Clear Body,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/186/415/167/378/136,136,176/95/210/85/191/70,70,31
799,Latias 4,Latias,4,Docile,Leftovers,Mist Ball,Shadow Ball,Charm,Reflect,Levitate,170 HP / 170 Atk / 170 SpA,170,170,,170,,,343/238/216/298/296/256,256,176/121/110/151/150/130,130,31
800,Latios 4,Latios,4,Modest,Lum Berry,Luster Purge,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255 HP / 255 SpA,255,,,255,,,364/194/196/394/256/256,256,187/99/100/200/130/130,130,31
801,Gengar 5,Gengar,5,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Fire Punch,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
802,Gengar 6,Gengar,6,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Ice Punch,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
803,Gengar 7,Gengar,7,Modest,Lum Berry,Psychic,Thunderbolt,Fire Punch,Destiny Bond,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
804,Gengar 8,Gengar,8,Modest,Lum Berry,Psychic,Thunderbolt,Ice Punch,Destiny Bond,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
805,Ursaring 5,Ursaring,5,Adamant,Choice Band,Mega Kick,Aerial Ace,Rock Slide,Brick Break,Guts,255 HP / 255 Atk,255,255,,,,,384/394/186/167/186/146,146,197/200/95/85/95/75,75,31
806,Ursaring 6,Ursaring,6,Adamant,Focus Band,Hyper Beam,Yawn,Swords Dance,Double Team,Guts,255 HP / 255 Atk,255,255,,,,,384/394/186/167/186/146,146,197/200/95/85/95/75,75,31
807,Ursaring 7,Ursaring,7,Docile,Quick Claw,Facade,Earthquake,Crunch,Bulk Up,Guts,170 HP / 170 Atk / 170 SpA,170,170,,170,,,363/338/186/228/186/146,146,186/171/95/116/95/75,75,31
808,Ursaring 8,Ursaring,8,Docile,Quick Claw,Facade,Earthquake,Crunch,Brick Break,Guts,170 HP / 170 Atk / 170 SpA,170,170,,170,,,363/338/186/228/186/146,146,186/171/95/116/95/75,75,31
809,Machamp 5,Machamp,5,Adamant,Scope Lens,Cross Chop,Double-Edge,Earthquake,Rock Slide,Guts,255 HP / 255 Atk,255,255,,,,,384/394/196/149/206/146,146,197/200/100/76/105/75,75,31
810,Machamp 6,Machamp,6,Adamant,Focus Band,Cross Chop,Earthquake,Counter,Rock Tomb,Guts,255 HP / 255 Atk,255,255,,,,,384/394/196/149/206/146,146,197/200/100/76/105/75,75,31
811,Machamp 7,Machamp,7,Adamant,BrightPowder,Focus Punch,Substitute,Attract,Double Team,Guts,255 HP / 255 Atk,255,255,,,,,384/394/196/149/206/146,146,197/200/100/76/105/75,75,31
812,Machamp 8,Machamp,8,Adamant,Focus Band,Revenge,Rock Slide,Facade,Counter,Guts,255 HP / 255 Atk,255,255,,,,,384/394/196/149/206/146,146,197/200/100/76/105/75,75,31
813,Gardevoir 5,Gardevoir,5,Docile,Salac Berry,Psychic,Shadow Ball,Endure,Destiny Bond,Synchronize / Trace,170 HP / 170 Def / 170 Speed,170,,170,,,170,319/166/208/286/266/238,238,164/85/106/145/135/121,121,31
814,Gardevoir 6,Gardevoir,6,Timid,Lum Berry,Psychic,Thunderbolt,Will-O-Wisp,Destiny Bond,Synchronize / Trace,255 HP / 255 Speed,255,,,,,255,340/149/166/286/266/284,284,175/76/85/145/135/145,145,31
815,Gardevoir 7,Gardevoir,7,Bold,Quick Claw,Psychic,Calm Mind,Will-O-Wisp,Destiny Bond,Synchronize / Trace,170 HP / 170 Def / 170 SpD,170,,170,,170,,319/149/228/286/308/196,196,164/76/117/145/156/100,100,31
816,Gardevoir 8,Gardevoir,8,Modest,BrightPowder,Psychic,Magical Leaf,Attract,Double Team,Synchronize / Trace,255 SpA / 255 Speed,,,,255,,255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,31
817,Starmie 5,Starmie,5,Modest,Lum Berry,Surf,Psychic,Recover,Light Screen,Illuminate / Natural Cure,255 SpA / 255 Speed,,,,255,,255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,31
818,Starmie 6,Starmie,6,Calm,Leftovers,Surf,Confuse Ray,Thunder Wave,Recover,Illuminate / Natural Cure,170 HP / 170 Def / 170 SpD,170,,170,,170,,303/167/248/236/272/266,266,156/85/126/120/139/135,135,31
819,Starmie 7,Starmie,7,Modest,BrightPowder,Psychic,Ice Beam,Cosmic Power,Recover,Illuminate / Natural Cure,255 SpA / 255 Speed,,,,255,,255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,31
820,Starmie 8,Starmie,8,Modest,BrightPowder,Surf,Thunderbolt,Cosmic Power,Recover,Illuminate / Natural Cure,255 SpA / 255 Speed,,,,255,,255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,31
821,Lapras 5,Lapras,5,Docile,Shell Bell,Psychic,Thunderbolt,Iron Tail,Double-Edge,Water Absorb / Shell Armor,255 Atk / 255 SpA,,255,,255,,,401/269/196/269/226/156,156,205/137/100/137/115/80,80,31
822,Lapras 6,Lapras,6,Modest,BrightPowder,Hydro Pump,Thunder,Rain Dance,Blizzard,Water Absorb / Shell Armor,255 HP / 255 SpA,255,,,255,,,464/185/196/295/226/156,156,237/94/100/150/115/80,80,31
823,Lapras 7,Lapras,7,Calm,Leppa Berry,Sheer Cold,Horn Drill,Rest,Sleep Talk,Water Absorb / Shell Armor,170 HP / 170 Def / 170 SpD,170,,170,,170,,443/185/238/206/294/156,156,226/94/121/105/150/80,80,31
824,Lapras 8,Lapras,8,Calm,Quick Claw,Sheer Cold,Horn Drill,Sing,Attract,Water Absorb / Shell Armor,170 HP / 170 Def / 170 SpD,170,,170,,170,,443/185/238/206/294/156,156,226/94/121/105/150/80,80,31
825,Snorlax 5,Snorlax,5,Adamant,Quick Claw,Mega Kick,Shadow Ball,Brick Break,Counter,Immunity / Thick Fat,255 Atk / 255 Def,,255,255,,,,461/350/229/149/256/96,96,235/178/117/76/130/50,50,31
826,Snorlax 6,Snorlax,6,Adamant,Leftovers,Earthquake,Shadow Ball,Brick Break,Counter,Immunity / Thick Fat,255 Atk / 255 Def,,255,255,,,,461/350/229/149/256/96,96,235/178/117/76/130/50,50,31
827,Snorlax 7,Snorlax,7,Adamant,Quick Claw,Hyper Beam,Shadow Ball,Earthquake,Curse,Immunity / Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,503/281/208/149/298/96,96,256/143/106/76/151/50,50,31
828,Snorlax 8,Snorlax,8,Adamant,Chesto Berry,Return,Shadow Ball,Belly Drum,Rest,Immunity / Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,503/281/208/149/298/96,96,256/143/106/76/151/50,50,31
829,Salamence 5,Salamence,5,Adamant,BrightPowder,Facade,Earthquake,Rock Slide,Dragon Dance,Intimidate,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/336/238/230/238/236,236,191/171/121/117/121/120,120,31
830,Salamence 6,Salamence,6,Hardy,Lum Berry,Headbutt,Aerial Ace,Crunch,Dragon Dance,Intimidate,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/306/238/256/238/236,236,191/155/121/130/121/120,120,31
831,Salamence 7,Salamence,7,Modest,Lum Berry,Flamethrower,Dragon Claw,Crunch,Brick Break,Intimidate,255 SpA / 255 Speed,,,,255,,255,331/275/196/350/196/299,299,170/139/100/178/100/152,152,31
832,Salamence 8,Salamence,8,Modest,Leftovers,Flamethrower,Dragon Claw,Crunch,Attract,Intimidate,255 SpA / 255 Speed,,,,255,,255,331/275/196/350/196/299,299,170/139/100/178/100/152,152,31
833,Metagross 5,Metagross,5,Jolly,Quick Claw,Explosion,Earthquake,Rock Slide,Brick Break,Clear Body,170 HP / 170 Atk / 170 Speed,170,170,,,,170,343/348/296/203/216/239,239,176/176/150/103/110/122,122,31
834,Metagross 6,Metagross,6,Hardy,BrightPowder,Meteor Mash,Psychic,Ice Punch,ThunderPunch,Clear Body,255 Atk / 255 SpA,,255,,255,,,301/369/296/289/216/176,176,155/187/150/147/110/90,90,31
835,Metagross 7,Metagross,7,Hardy,Shell Bell,Earthquake,Shadow Ball,Ice Punch,ThunderPunch,Clear Body,255 Atk / 255 SpA,,255,,255,,,301/369/296/289/216/176,176,155/187/150/147/110/90,90,31
836,Metagross 8,Metagross,8,Adamant,Quick Claw,Meteor Mash,Earthquake,Brick Break,Explosion,Clear Body,170 HP / 170 Atk / 170 Speed,170,170,,,,170,343/382/296/203/216/218,218,176/194/150/103/110/111,111,31
837,Regirock 5,Regirock,5,Adamant,Quick Claw,Hyper Beam,Focus Punch,Rock Slide,Double Team,Clear Body,255 HP / 255 Atk,255,255,,,,,364/328/436/122/236/136,136,187/167/220/63/120/70,70,31
838,Regirock 6,Regirock,6,Adamant,BrightPowder,Swagger,Psych Up,Rock Slide,Explosion,Clear Body,255 HP / 255 SpD,255,,,,255,,364/259/436/122/299/136,136,187/132/220/63/152/70,70,31
839,Regice 5,Regice,5,Brave,Leftovers,Earthquake,Ice Beam,Curse,Counter,Clear Body,170 HP / 170 Def / 170 SpA,170,,170,170,,,343/149/278/278/436/122,122,176/77/141/141/220/63,63,31
840,Regice 6,Regice,6,Modest,Chesto Berry,Ice Beam,Thunderbolt,Sleep Talk,Rest,Clear Body,255 HP / 255 SpA,255,,,255,,,364/122/236/328/436/136,136,187/63/120/167/220/70,70,31
841,Registeel 5,Registeel,5,Adamant,Leftovers,Focus Punch,Substitute,Toxic,Double Team,Clear Body,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/204/378/167/378/136,136,176/105/191/85/191/70,70,31
842,Registeel 6,Registeel,6,Adamant,White Herb,Superpower,Aerial Ace,Swagger,Psych Up,Clear Body,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/204/378/167/378/136,136,176/105/191/85/191/70,70,31
843,Latias 5,Latias,5,Modest,BrightPowder,Dragon Claw,Thunder Wave,Calm Mind,Recover,Levitate,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/176/258/281/338/256,256,176/90/131/143/171/130,130,31
844,Latias 6,Latias,6,Modest,Shell Bell,Mist Ball,Dragon Claw,Attract,Thunder Wave,Levitate,255 HP / 255 SpA,255,,,255,,,364/176/216/350/296/256,256,187/90/110/178/150/130,130,31
845,Latias 7,Latias,7,Adamant,Leftovers,Earthquake,Shadow Ball,Swagger,Psych Up,Levitate,255 HP / 255 Def,255,,255,,,,364/215/279/230/296/256,256,187/110/142/117/150/130,130,31
846,Latias 8,Latias,8,Docile,King's Rock,Psychic,Shadow Ball,Earthquake,Aerial Ace,Levitate,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/238/216/298/296/298,298,155/121/110/151/150/151,151,31
847,Latios 5,Latios,5,Modest,BrightPowder,Dragon Claw,Thunder Wave,Calm Mind,Recover,Levitate,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/194/238/325/298/256,256,176/99/121/165/151/130,130,31
848,Latios 6,Latios,6,Docile,Shell Bell,Luster Purge,Shadow Ball,Dragon Claw,Thunder Wave,Levitate,255 Atk / 255 SpA,,255,,255,,,301/279/196/359/256/256,256,155/142/100/182/130/130,130,31
849,Latios 7,Latios,7,Adamant,BrightPowder,Earthquake,Shadow Ball,Dragon Dance,Recover,Levitate,255 HP / 255 Def,255,,255,,,,364/237/259/266/256/256,256,187/121/132/135/130/130,130,31
850,Latios 8,Latios,8,Docile,King's Rock,Psychic,Shadow Ball,Earthquake,Aerial Ace,Levitate,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/258/196/338/256/298,298,155/131/100/171/130/151,151,31
851,Dragonite 1,Dragonite,1,Adamant,BrightPowder,Earthquake,Aerial Ace,Brick Break,Dragon Dance,Inner Focus,170 HP / 170 Def / 170 SpD,170,,170,,170,,365/334/268/212/278/196,196,187/169/136/108/141/100,100,31
